Species;Otdel;N;B;Date;Horizon;Station
Melosira moniliformis;Bacil;2246.00;31.95;2014-03-04;5;Садок
Navicula vanhoeffenii;Bacil;5895.00;11.04;2014-03-04;5;Садок
Navicula sp.;Bacil;1123.00;2.10;2014-03-04;5;Садок
Navicula directa;Bacil;1263.00;2.37;2014-03-04;5;Садок
Nitzschia rectilonga;Bacil;3789.00;9.47;2014-03-04;5;Садок
Nitzschia sp.;Bacil;9544.00;5.73;2014-03-04;5;Садок
Odontella aurita;Bacil;3228.00;79.19;2014-03-04;5;Садок
Pleurosigma formosum;Bacil;702.00;42.11;2014-03-04;5;Садок
Thalassionema frauenfeldii;Bacil;5474.00;55.68;2014-03-04;5;Садок
Thalassionema nitzschioides;Bacil;6737.00;29.95;2014-03-04;5;Садок
Thalassiosira sp. (d=32);Bacil;1123.00;9.03;2014-03-04;5;Садок
Cryptomonas sp.;Cryp;561.00;0.13;2014-03-04;5;Садок
Licmophora abbreviata;Bacil;421.00;0.25;2014-03-18;0;Садок
Melosira moniliformis;Bacil;2807.00;39.94;2014-03-18;0;Садок
Navicula directa;Bacil;140.00;0.26;2014-03-18;0;Садок
Pseudo–nitzschia delicatissima;Bacil;421.00;0.04;2014-03-18;0;Садок
Nitzschia sp.;Bacil;421.00;0.25;2014-03-18;0;Садок
Odontella aurita;Bacil;2386.00;58.54;2014-03-18;0;Садок
Pleurosigma formosum;Bacil;140.00;8.42;2014-03-18;0;Садок
Thalassiosira sp. (d=32);Bacil;1940211.00;15595.41;2014-03-18;0;Садок
Protoperidinium pellucidum;Dino;281.00;2.53;2014-03-18;0;Садок
Licmophora abbreviata;Bacil;1123.00;0.67;2014-03-18;2;Садок
Navicula transitans var. derasa;Bacil;140.00;0.21;2014-03-18;2;Садок
Navicula septentrionalis;Bacil;561.00;1.05;2014-03-18;2;Садок
Nitzschia sp.;Bacil;140.00;0.06;2014-03-18;2;Садок
Pleurosigma formosum;Bacil;140.00;8.42;2014-03-18;2;Садок
Skeletonema sp.;Bacil;1123.00;0.65;2014-03-18;2;Садок
Thalassiosira sp. (d=32);Bacil;5193.00;41.74;2014-03-18;2;Садок
Gymnodinium blax;Dino;140.00;0.08;2014-03-18;2;Садок
Gyrodinium spirale;Dino;281.00;31.12;2014-03-18;2;Садок
Oblea rotundata;Dino;140.00;0.66;2014-03-18;2;Садок
Licmophora abbreviata;Bacil;561.00;0.34;2014-03-18;5;Садок
Navicula transitans var. derasa;Bacil;140.00;0.21;2014-03-18;5;Садок
Pseudo–nitzschia pungens;Bacil;140.00;2.11;2014-03-18;5;Садок
Thalassiosira sp. (d=32);Bacil;6596.00;53.02;2014-03-18;5;Садок
Gymnodinium simplex;Dino;140.00;0.04;2014-03-18;5;Садок
Heterocapsa triquetra;Dino;140.00;0.52;2014-03-18;5;Садок
Oxytoxum sceptrum;Dino;140.00;0.05;2014-03-18;5;Садок
Protoperidinium pellucidum;Dino;140.00;1.26;2014-03-18;5;Садок
Licmophora abbreviata;Bacil;281.00;0.17;2014-04-01;0;Садок
Pleurosigma formosum;Bacil;140.00;8.42;2014-04-01;0;Садок
Cryptomonas sp.;Cryp;842.00;0.19;2014-04-01;0;Садок
Heterocapsa triquetra;Dino;140.00;0.52;2014-04-01;0;Садок
Oxytoxum sceptrum;Dino;140.00;0.05;2014-04-01;0;Садок
Chaetoceros diadema;Bacil;140.00;0.65;2014-04-01;2;Садок
Coscinodiscus sp.;Bacil;281.00;35.09;2014-04-01;2;Садок
Grammatophora marina;Bacil;842.00;9.20;2014-04-01;2;Садок
Licmophora abbreviata;Bacil;702.00;0.42;2014-04-01;2;Садок
Navicula transitans var. derasa;Bacil;281.00;0.42;2014-04-01;2;Садок
Navicula septentrionalis;Bacil;140.00;0.26;2014-04-01;2;Садок
Navicula directa;Bacil;561.00;1.05;2014-04-01;2;Садок
Nitzschia rectilonga;Bacil;140.00;0.35;2014-04-01;2;Садок
Odontella aurita;Bacil;421.00;10.33;2014-04-01;2;Садок
Thalassiosira sp. (d=32);Bacil;702.00;5.64;2014-04-01;2;Садок
Oxytoxum sceptrum;Dino;140.00;0.05;2014-04-01;2;Садок
Licmophora abbreviata;Bacil;702.00;0.42;2014-04-01;5;Садок
Melosira moniliformis;Bacil;421.00;5.99;2014-04-01;5;Садок
Navicula sp.;Bacil;421.00;0.79;2014-04-01;5;Садок
Odontella aurita;Bacil;140.00;3.44;2014-04-01;5;Садок
Pleurosigma formosum;Bacil;281.00;16.84;2014-04-01;5;Садок
Oxytoxum sceptrum;Dino;281.00;0.09;2014-04-01;5;Садок
Protoperidinium leonis;Dino;140.00;19.28;2014-04-01;5;Садок
Protoperidinium pellucidum;Dino;421.00;3.79;2014-04-01;5;Садок
Coscinodiscus sp.;Bacil;281.00;35.09;2014-04-22;0;Садок
Ditylum brightwellii;Bacil;281.00;13.33;2014-04-22;0;Садок
Oxytoxum sceptrum;Dino;982.00;0.31;2014-04-22;0;Садок
Protoperidinium pellucidum;Dino;140.00;1.26;2014-04-22;0;Садок
Eutreptia lanowii;Eugle;702.00;0.73;2014-04-22;0;Садок
Coscinodiscus sp.;Bacil;105.00;13.16;2014-04-22;2;Садок
Navicula directa;Bacil;211.00;0.39;2014-04-22;2;Садок
Pseudo–nitzschia pungens;Bacil;105.00;1.58;2014-04-22;2;Садок
Dinophysis rotundata;Dino;105.00;1.25;2014-04-22;2;Садок
Gymnodinium simplex;Dino;105.00;0.03;2014-04-22;2;Садок
Oxytoxum sceptrum;Dino;1368.00;0.44;2014-04-22;2;Садок
Protoperidinium bipes;Dino;105.00;0.27;2014-04-22;2;Садок
Eutreptia lanowii;Eugle;421.00;0.44;2014-04-22;2;Садок
Navicula directa;Bacil;140.00;0.26;2014-04-22;5;Садок
Navicula vanhoeffenii;Bacil;561.00;1.05;2014-04-22;5;Садок
Thalassiosira sp. (d=32);Bacil;140.00;1.13;2014-04-22;5;Садок
Gyrodinium spirale;Dino;281.00;31.12;2014-04-22;5;Садок
Oxytoxum sceptrum;Dino;842.00;0.27;2014-04-22;5;Садок
Protoperidinium pellucidum;Dino;140.00;1.26;2014-04-22;5;Садок
Eutreptia lanowii;Eugle;281.00;0.29;2014-04-22;5;Садок
Cerataulina dentata;Bacil;140.00;0.89;2014-05-07;0;Садок
Thalassiosira sp. (d=32);Bacil;281.00;2.26;2014-05-07;0;Садок
Cryptomonas sp.;Cryp;3649.00;0.83;2014-05-07;0;Садок
Ceratium fusus;Dino;140.00;4.85;2014-05-07;0;Садок
Protoperidinium sp.;Dino;140.00;1.11;2014-05-07;0;Садок
Eutreptia lanowii;Eugle;982.00;1.02;2014-05-07;0;Садок
Cocconeis scutellum;Bacil;123.00;0.16;2014-05-07;2;Садок
Licmophora abbreviata;Bacil;368.00;0.22;2014-05-07;2;Садок
Navicula vanhoeffenii;Bacil;860.00;1.61;2014-05-07;2;Садок
Navicula sp.;Bacil;123.00;0.23;2014-05-07;2;Садок
Oxytoxum sceptrum;Dino;123.00;0.04;2014-05-07;2;Садок
Protoperidinium brevipes;Dino;246.00;1.60;2014-05-07;2;Садок
Protoperidinium pellucidum;Dino;123.00;1.11;2014-05-07;2;Садок
Eutreptia lanowii;Eugle;123.00;0.13;2014-05-07;2;Садок
Navicula sp.;Bacil;123.00;0.23;2014-05-07;5;Садок
Odontella aurita;Bacil;123.00;3.01;2014-05-07;5;Садок
Cryptomonas sp.;Cryp;1474.00;0.34;2014-05-07;5;Садок
Gonyaulax spinifera;Dino;368.00;4.35;2014-05-07;5;Садок
Gymnodinium simplex;Dino;246.00;0.07;2014-05-07;5;Садок
Protoperidinium monovelum;Dino;123.00;1.32;2014-05-07;5;Садок
Protoperidinium subinerme;Dino;368.00;19.86;2014-05-07;5;Садок
Eutreptia lanowii;Eugle;123.00;0.13;2014-05-07;5;Садок
Cerataulina pelagica;Bacil;140.00;1.16;2014-05-20;2;Садок
Grammatophora marina;Bacil;140.00;1.53;2014-05-20;2;Садок
Navicula sp.;Bacil;281.00;0.53;2014-05-20;2;Садок
Nitzschia sp.;Bacil;281.00;0.17;2014-05-20;2;Садок
Pleurosigma formosum;Bacil;140.00;8.42;2014-05-20;2;Садок
Thalassionema nitzschioides;Bacil;140.00;0.62;2014-05-20;2;Садок
Cryptomonas sp.;Cryp;842.00;0.19;2014-05-20;2;Садок
Gonyaulax digitale;Dino;140.00;1.68;2014-05-20;2;Садок
Protoperidinium pellucidum;Dino;140.00;1.26;2014-05-20;2;Садок
Eutreptia lanowii;Eugle;561.00;0.58;2014-05-20;2;Садок
Cerataulina pelagica;Bacil;140.00;1.16;2014-05-20;0;Садок
Grammatophora marina;Bacil;140.00;1.53;2014-05-20;0;Садок
Navicula sp.;Bacil;281.00;0.53;2014-05-20;0;Садок
Navicula vanhoeffenii;Bacil;702.00;1.31;2014-05-20;0;Садок
Pseudo–nitzschia delicatissima;Bacil;140.00;0.01;2014-05-20;0;Садок
Nitzschia sp.;Bacil;281.00;0.11;2014-05-20;0;Садок
Pleurosigma formosum;Bacil;140.00;8.42;2014-05-20;0;Садок
Thalassionema frauenfeldii;Bacil;140.00;1.43;2014-05-20;0;Садок
Thalassionema nitzschioides;Bacil;140.00;0.62;2014-05-20;0;Садок
Cryptomonas sp.;Cryp;842.00;0.19;2014-05-20;0;Садок
Dinophysis acuminata;Dino;140.00;5.18;2014-05-20;0;Садок
Gonyaulax digitale;Dino;140.00;1.68;2014-05-20;0;Садок
Gymnodinium sp.;Dino;281.00;0.25;2014-05-20;0;Садок
Protoperidinium conicum;Dino;140.00;17.16;2014-05-20;0;Садок
Protoperidinium pellucidum;Dino;140.00;1.26;2014-05-20;0;Садок
Eutreptia lanowii;Eugle;842.00;0.87;2014-05-20;0;Садок
Coscinodiscus sp.;Bacil;105.00;13.16;2014-05-20;5;Садок
Paralia sulcata;Bacil;421.00;5.85;2014-05-20;5;Садок
Pleurosigma formosum;Bacil;211.00;12.63;2014-05-20;5;Садок
Thalassionema frauenfeldii;Bacil;105.00;1.07;2014-05-20;5;Садок
Gonyaulax spinifera;Dino;105.00;1.24;2014-05-20;5;Садок
Gymnodinium blax;Dino;105.00;0.06;2014-05-20;5;Садок
Gyrodinium spirale;Dino;211.00;23.34;2014-05-20;5;Садок
Oblea rotundata;Dino;105.00;0.50;2014-05-20;5;Садок
Protoperidinium mite;Dino;211.00;0.16;2014-05-20;5;Садок
Protoperidinium pyriforme;Dino;105.00;3.95;2014-05-20;5;Садок
Protoperidinium thorianum;Dino;316.00;19.83;2014-05-20;5;Садок
Scrippsiella trochoidea;Dino;105.00;0.63;2014-05-20;5;Садок
Coscinodiscus sp.;Bacil;1351.00;168.86;2014-06-03;0;Садок
Ditylum brightwellii;Bacil;368.00;17.50;2014-06-03;0;Садок
Navicula sp.;Bacil;123.00;0.23;2014-06-03;0;Садок
Skeletonema sp.;Bacil;4789.00;2.76;2014-06-03;0;Садок
Thalassionema frauenfeldii;Bacil;614.00;6.25;2014-06-03;0;Садок
Dinophysis acuminata;Dino;491.00;18.14;2014-06-03;0;Садок
Gonyaulax spinifera;Dino;2333.00;27.53;2014-06-03;0;Садок
Oblea rotundata;Dino;860.00;4.06;2014-06-03;0;Садок
Protoperidinium conicum;Dino;123.00;15.01;2014-06-03;0;Садок
Protoperidinium pellucidum;Dino;737.00;6.63;2014-06-03;0;Садок
Protoperidinium pyriforme;Dino;368.00;13.82;2014-06-03;0;Садок
Protoperidinium thorianum;Dino;123.00;7.71;2014-06-03;0;Садок
Dictyocha speculum;Chry;140.00;0.48;2014-06-03;2;Садок
Chaetoceros borealis;Bacil;140.00;0.63;2014-06-03;2;Садок
Chaetoceros decipiens;Bacil;702.00;5.98;2014-06-03;2;Садок
Cocconeis scutellum;Bacil;140.00;0.18;2014-06-03;2;Садок
Coscinodiscus sp.;Bacil;1684.00;210.53;2014-06-03;2;Садок
Ditylum brightwellii;Bacil;982.00;46.66;2014-06-03;2;Садок
Navicula sp.;Bacil;140.00;0.26;2014-06-03;2;Садок
Skeletonema sp.;Bacil;4070.00;2.34;2014-06-03;2;Садок
Thalassionema frauenfeldii;Bacil;561.00;5.71;2014-06-03;2;Садок
Thalassionema nitzschioides;Bacil;140.00;0.62;2014-06-03;2;Садок
Dinophysis acuminata;Dino;281.00;10.37;2014-06-03;2;Садок
Dinophysis acuta;Dino;140.00;4.21;2014-06-03;2;Садок
Protoperidinium mite;Dino;140.00;0.11;2014-06-03;2;Садок
Chaetoceros decipiens;Bacil;140.00;1.20;2014-06-03;5;Садок
Cocconeis scutellum;Bacil;140.00;0.18;2014-06-03;5;Садок
Coscinodiscus sp.;Bacil;561.00;70.18;2014-06-03;5;Садок
Diploneis smithii;Bacil;140.00;0.60;2014-06-03;5;Садок
Ditylum brightwellii;Bacil;281.00;13.33;2014-06-03;5;Садок
Rhizosolenia setigera;Bacil;140.00;6.87;2014-06-03;5;Садок
Skeletonema sp.;Bacil;3930.00;2.26;2014-06-03;5;Садок
Thalassionema frauenfeldii;Bacil;1123.00;11.42;2014-06-03;5;Садок
Protoperidinium sp.;Dino;140.00;2.93;2014-06-03;5;Садок
Protoperidinium divergens;Dino;140.00;1.51;2014-06-03;5;Садок
Protoperidinium curvipes;Dino;140.00;5.26;2014-06-03;5;Садок
Eutreptia lanowii;Eugle;140.00;0.15;2014-06-03;5;Садок
Amphora sp.;Bacil;281.00;1.75;2014-06-17;0;Садок
Cocconeis sp.;Bacil;140.00;0.44;2014-06-17;0;Садок
Cocconeis scutellum;Bacil;561.00;0.73;2014-06-17;0;Садок
Melosira moniliformis;Bacil;140.00;2.00;2014-06-17;0;Садок
Pseudo–nitzschia delicatissima;Bacil;140.00;0.01;2014-06-17;0;Садок
Thalassionema frauenfeldii;Bacil;3649.00;37.12;2014-06-17;0;Садок
Thalassionema nitzschioides;Bacil;140.00;0.62;2014-06-17;0;Садок
Alexandrium tamarense;Dino;140.00;2.93;2014-06-17;0;Садок
Gymnodinium simplex;Dino;281.00;0.08;2014-06-17;0;Садок
Katodinium glaucum;Dino;281.00;0.81;2014-06-17;0;Садок
Protoperidinium crassipes;Dino;140.00;0.11;2014-06-17;0;Садок
Protoperidinium pellucidum;Dino;140.00;1.26;2014-06-17;0;Садок
Cocconeis scutellum;Bacil;421.00;0.55;2014-06-17;2;Садок
Coscinodiscus sp.;Bacil;140.00;17.54;2014-06-17;2;Садок
Diploneis smithii;Bacil;140.00;0.60;2014-06-17;2;Садок
Ditylum brightwellii;Bacil;140.00;6.67;2014-06-17;2;Садок
Grammatophora marina;Bacil;140.00;1.53;2014-06-17;2;Садок
Navicula directa;Bacil;140.00;0.26;2014-06-17;2;Садок
Pleurosigma formosum;Bacil;140.00;8.42;2014-06-17;2;Садок
Thalassionema frauenfeldii;Bacil;3088.00;31.41;2014-06-17;2;Садок
Thalassionema nitzschioides;Bacil;140.00;0.62;2014-06-17;2;Садок
Dinophysis acuminata;Dino;140.00;5.18;2014-06-17;2;Садок
Gonyaulax spinifera;Dino;140.00;1.66;2014-06-17;2;Садок
Gymnodinium simplex;Dino;140.00;0.04;2014-06-17;2;Садок
Protoperidinium pyriforme;Dino;140.00;5.26;2014-06-17;2;Садок
Amphora sp.;Bacil;421.00;2.63;2014-06-17;5;Садок
Cocconeis scutellum;Bacil;842.00;1.10;2014-06-17;5;Садок
Coscinodiscus sp.;Bacil;842.00;105.26;2014-06-17;5;Садок
Brockmanniella brockmannii;Bacil;1123.00;1.44;2014-06-17;5;Садок
Grammatophora marina;Bacil;140.00;1.53;2014-06-17;5;Садок
Pseudo–nitzschia delicatissima;Bacil;140.00;0.01;2014-06-17;5;Садок
Pleurosigma formosum;Bacil;140.00;8.42;2014-06-17;5;Садок
Rhizosolenia setigera;Bacil;1544.00;75.55;2014-06-17;5;Садок
Thalassionema frauenfeldii;Bacil;4070.00;41.41;2014-06-17;5;Садок
Thalassionema nitzschioides;Bacil;982.00;4.37;2014-06-17;5;Садок
Thalassiosira sp. (d=32);Bacil;421.00;3.38;2014-06-17;5;Садок
Alexandrium tamarense;Dino;140.00;2.93;2014-06-17;5;Садок
Dinophysis acuminata;Dino;140.00;5.18;2014-06-17;5;Садок
Gymnodinium simplex;Dino;140.00;0.04;2014-06-17;5;Садок
Oblea rotundata;Dino;140.00;0.66;2014-06-17;5;Садок
Eutreptia lanowii;Eugle;140.00;0.15;2014-06-17;5;Садок
Amphora sp.;Bacil;140.00;0.88;2014-07-01;0;Садок
Cerataulina pelagica;Bacil;140.00;1.16;2014-07-01;0;Садок
Chaetoceros convolutus;Bacil;140.00;0.96;2014-07-01;0;Садок
Coscinodiscus sp.;Bacil;140.00;17.54;2014-07-01;0;Садок
Navicula vanhoeffenii;Bacil;140.00;0.26;2014-07-01;0;Садок
Rhizosolenia setigera;Bacil;281.00;13.74;2014-07-01;0;Садок
Skeletonema sp.;Bacil;3789.00;2.18;2014-07-01;0;Садок
Thalassionema frauenfeldii;Bacil;14596.00;148.49;2014-07-01;0;Садок
Thalassionema nitzschioides;Bacil;140.00;0.62;2014-07-01;0;Садок
Thalassiosira sp. (d=32);Bacil;281.00;2.26;2014-07-01;0;Садок
Cryptomonas sp.;Cryp;2526.00;0.58;2014-07-01;0;Садок
Gymnodinium blax;Dino;281.00;0.16;2014-07-01;0;Садок
Gyrodinium fusiforme;Dino;421.00;11.28;2014-07-01;0;Садок
Heterocapsa triquetra;Dino;140.00;0.52;2014-07-01;0;Садок
Protoperidinium thorianum;Dino;281.00;19.83;2014-07-01;0;Садок
Pyrophacus horologium;Dino;1123.00;124.97;2014-07-01;0;Садок
Eutreptia lanowii;Eugle;281.00;0.29;2014-07-01;0;Садок
Small flagellata;Small flagellata;6596.00;0.26;2014-07-01;0;Садок
Chaetoceros decipiens;Bacil;140.00;1.20;2014-07-01;2;Садок
Cocconeis scutellum;Bacil;281.00;0.37;2014-07-01;2;Садок
Coscinodiscus sp.;Bacil;281.00;35.09;2014-07-01;2;Садок
Brockmanniella brockmannii;Bacil;1684.00;2.16;2014-07-01;2;Садок
Grammatophora marina;Bacil;140.00;1.53;2014-07-01;2;Садок
Navicula transitans var. derasa;Bacil;140.00;0.21;2014-07-01;2;Садок
Thalassionema frauenfeldii;Bacil;3789.00;38.55;2014-07-01;2;Садок
Thalassiosira sp. (d=32);Bacil;281.00;2.26;2014-07-01;2;Садок
Dinophysis fortii;Dino;140.00;2.85;2014-07-01;2;Садок
Protoperidinium sp.;Dino;281.00;2.07;2014-07-01;2;Садок
Protoperidinium thorianum;Dino;140.00;15.62;2014-07-01;2;Садок
Pyrophacus horologium;Dino;140.00;15.62;2014-07-01;2;Садок
Eutreptia lanowii;Eugle;140.00;0.15;2014-07-01;2;Садок
Small flagellata;Small flagellata;5614.00;0.23;2014-07-01;2;Садок
Dictyocha speculum;Chry;140.00;0.48;2014-07-01;5;Садок
Chaetoceros didymus;Bacil;2526.00;4.29;2014-07-01;5;Садок
Cocconeis scutellum;Bacil;842.00;1.10;2014-07-01;5;Садок
Coscinodiscus sp.;Bacil;421.00;52.63;2014-07-01;5;Садок
Grammatophora marina;Bacil;842.00;9.20;2014-07-01;5;Садок
Licmophora abbreviata;Bacil;140.00;0.08;2014-07-01;5;Садок
Navicula sp.;Bacil;281.00;0.53;2014-07-01;5;Садок
Navicula directa;Bacil;140.00;0.26;2014-07-01;5;Садок
Pleurosigma formosum;Bacil;281.00;16.84;2014-07-01;5;Садок
Thalassionema frauenfeldii;Bacil;8702.00;88.52;2014-07-01;5;Садок
Thalassiosira sp. (d=32);Bacil;561.00;4.51;2014-07-01;5;Садок
Gymnodinium blax;Dino;140.00;0.08;2014-07-01;5;Садок
Gyrodinium sp.;Dino;561.00;8.72;2014-07-01;5;Садок
Oblea rotundata;Dino;281.00;1.33;2014-07-01;5;Садок
Protoperidinium conicum;Dino;281.00;34.32;2014-07-01;5;Садок
Protoperidinium monovelum;Dino;140.00;1.51;2014-07-01;5;Садок
Protoperidinium pyriforme;Dino;140.00;5.26;2014-07-01;5;Садок
Scrippsiella trochoidea;Dino;140.00;0.84;2014-07-01;5;Садок
Chaetoceros didymus;Bacil;561.00;0.95;2014-07-15;0;Садок
Coscinodiscus sp.;Bacil;421.00;52.63;2014-07-15;0;Садок
Ditylum brightwellii;Bacil;281.00;13.33;2014-07-15;0;Садок
Pleurosigma formosum;Bacil;140.00;8.42;2014-07-15;0;Садок
Skeletonema sp.;Bacil;561.00;0.32;2014-07-15;0;Садок
Thalassionema frauenfeldii;Bacil;1544.00;15.71;2014-07-15;0;Садок
Dinophysis acuminata;Dino;140.00;5.18;2014-07-15;0;Садок
Gyrodinium spirale;Dino;140.00;15.56;2014-07-15;0;Садок
Heterocapsa triquetra;Dino;1123.00;4.19;2014-07-15;0;Садок
Oblea rotundata;Dino;140.00;0.66;2014-07-15;0;Садок
Protoperidinium sp.;Dino;140.00;1.03;2014-07-15;0;Садок
Protoperidinium bipes;Dino;281.00;0.73;2014-07-15;0;Садок
Protoperidinium minutum;Dino;140.00;2.31;2014-07-15;0;Садок
Protoperidinium pellucidum;Dino;421.00;3.79;2014-07-15;0;Садок
Prorocentrum minimum;Dino;2947.00;3.86;2014-07-15;0;Садок
Prorocentrum triestinum;Dino;1684.00;2.32;2014-07-15;0;Садок
Scrippsiella trochoidea;Dino;421.00;2.52;2014-07-15;0;Садок
Small flagellata;Small flagellata;2246.00;0.09;2014-07-15;0;Садок
Dictyocha speculum;Chry;140.00;0.48;2014-07-15;2;Садок
Chaetoceros didymus;Bacil;982.00;1.67;2014-07-15;2;Садок
Cocconeis sp.;Bacil;702.00;0.91;2014-07-15;2;Садок
Coscinodiscus sp.;Bacil;421.00;52.63;2014-07-15;2;Садок
Diploneis smithii;Bacil;281.00;1.19;2014-07-15;2;Садок
Thalassionema frauenfeldii;Bacil;982.00;10.00;2014-07-15;2;Садок
Amphidinium sphaenoides;Dino;140.00;0.43;2014-07-15;2;Садок
Dinophysis acuminata;Dino;140.00;5.18;2014-07-15;2;Садок
Heterocapsa triquetra;Dino;421.00;1.57;2014-07-15;2;Садок
Oblea rotundata;Dino;281.00;1.33;2014-07-15;2;Садок
Protoperidinium bipes;Dino;140.00;0.36;2014-07-15;2;Садок
Protoperidinium conicum;Dino;140.00;17.16;2014-07-15;2;Садок
Protoperidinium pellucidum;Dino;140.00;1.26;2014-07-15;2;Садок
Prorocentrum minimum;Dino;842.00;1.10;2014-07-15;2;Садок
Prorocentrum triestinum;Dino;1684.00;2.32;2014-07-15;2;Садок
Amphora sp.;Bacil;140.00;0.88;2014-07-15;5;Садок
Chaetoceros sp.;Bacil;281.00;0.48;2014-07-15;5;Садок
Cocconeis scutellum;Bacil;3368.00;4.38;2014-07-15;5;Садок
Coscinodiscus sp.;Bacil;281.00;35.09;2014-07-15;5;Садок
Grammatophora marina;Bacil;702.00;7.67;2014-07-15;5;Садок
Pleurosigma formosum;Bacil;140.00;8.42;2014-07-15;5;Садок
Skeletonema sp.;Bacil;1123.00;0.65;2014-07-15;5;Садок
Thalassionema frauenfeldii;Bacil;561.00;5.71;2014-07-15;5;Садок
Dinophysis acuminata;Dino;702.00;25.91;2014-07-15;5;Садок
Dinophysis fortii;Dino;561.00;11.40;2014-07-15;5;Садок
Dinophysis infundibula;Dino;140.00;1.19;2014-07-15;5;Садок
Oblea rotundata;Dino;140.00;0.66;2014-07-15;5;Садок
Protoperidinium conicum;Dino;421.00;51.48;2014-07-15;5;Садок
Protoperidinium pellucidum;Dino;561.00;5.05;2014-07-15;5;Садок
Prorocentrum micans;Dino;140.00;1.66;2014-07-15;5;Садок
Prorocentrum minimum;Dino;281.00;0.37;2014-07-15;5;Садок
Prorocentrum triestinum;Dino;1544.00;2.13;2014-07-15;5;Садок
Ebria tripartita;Chry;281.00;3.97;2014-07-29;0;Садок
Coscinodiscus sp.;Bacil;421.00;52.63;2014-07-29;0;Садок
